Pair_ID,Drug,Active,DrugBank_ID,PubChem_CID,OrigYear,NewIndication,MONDO_ID,MeSH_ID,DOID_ID,Agencies,TA,TA_simplified,StrictRepurposing,Drug_Pre2023,YearSet,ID_Flag,n_present,primekg_drug,drkg_drug,biokg_drug,dkey,leaked,unresolvable,in234,in116,covered,drug_anyKG
107,Keytruda,pembrolizumab,DB09037,,2014,Cervical cancer,MONDO:0002974,D002583,DOID:4362,"EMA, PMDA",Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09037|d|4362,True,False,True,False,True,True
108,Keytruda,pembrolizumab,DB09037,,2014,Gastric/GEJ cancer,MONDO:0001056,D013274,DOID:10534,PMDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09037|d|10534,True,False,True,False,True,True
109,Keytruda,pembrolizumab,DB09037,,2014,Biliary tract cancer,MONDO:0003060,D001661,DOID:4607,PMDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09037|d|4607,False,False,True,True,True,True
110,Opdivo,nivolumab,DB09035,,2015,1L metastatic urothelial carcinoma,MONDO:0040679,D001749,DOID:4006,"EMA, MHRA/Orbis",Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09035|d|4006,True,False,True,False,True,True
111,Opdivo+Yervoy,nivolumab+ipilimumab,"DB09035,DB06186",",",2015,MSI-H/dMMR colorectal cancer 1L,MONDO:0024331,D015179,DOID:0080199,"FDA, EMA",Oncology,Oncology,True,True,2024-2026,missing_PubChem,0,False,False,False,"DB09035,DB06186|d|80199",False,False,True,False,False,False
112,Darzalex,daratumumab,DB09331,,2016,Newly diagnosed MM ineligible for ASCT,MONDO:0009693,D009101,DOID:9538,"FDA, EMA",Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09331|d|9538,True,False,True,False,True,True
113,Padcev+Keytruda,enfortumab vedotin+pembrolizumab,"DB13007,DB09037",",",2019,Muscle-invasive bladder cancer (non-cisplatin),MONDO:0004986,D001749,DOID:4007,FDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,0,False,False,False,"DB13007,DB09037|d|4007",False,False,True,False,False,False
114,Padcev,enfortumab vedotin,DB13007,,2020,Urothelial carcinoma (expanded population),MONDO:0040679,D001749,DOID:4006,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB13007|d|4006,False,False,True,True,True,True
115,Pluvicto,lutetium-177 vipivotide,DB16778,,2022,Post-ARPI mCRPC,MONDO:0008315,D011471,DOID:10283,FDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,0,False,False,False,DB16778|d|10283,False,False,True,False,False,False
116,Cabometyx,cabozantinib,DB08875,25102847,2016,Pancreatic NET,MONDO:0019954,D018358,DOID:0112306,"FDA, EMA",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB08875|d|112306,False,False,True,True,True,True
117,Calquence,acalabrutinib,DB11703,71226662,2017,Untreated MCL,MONDO:0018876,D020522,DOID:0050746,"FDA, EMA",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB11703|d|50746,True,False,True,False,True,True
118,Lumakras,sotorasib+panitumumab,"DB15569,DB01269","137278711,",2021,KRAS G12C+ mCRC,MONDO:0024331,D015179,DOID:0080199,FDA,Oncology,Oncology,True,True,2024-2026,partial_PubChem,0,False,False,False,"DB15569,DB01269|d|80199",False,False,True,False,False,False
119,Welireg,belzutifan,DB15463,117947097,2021,Pheochromocytoma/paraganglioma,MONDO:0008233,D010673,DOID:0050771,"FDA, PMDA",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB15463|d|50771,False,False,True,True,True,True
120,Monjuvi,tafasitamab,DB15044,,2020,Follicular lymphoma,MONDO:0018906,D008224,DOID:0050873,FDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB15044|d|50873,False,False,True,True,True,True
121,Libtayo,cemiplimab,DB14707,,2018,Adjuvant cutaneous SCC,MONDO:0005096,D002294,DOID:1749,"FDA, EMA",Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB14707|d|1749,True,False,True,False,True,True
122,Tagrisso,osimertinib,DB09330,71496458,2016,Adjuvant EGFR+ NSCLC,MONDO:0005233,D002289,DOID:3908,"EMA, MHRA/Orbis",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB09330|d|3908,True,False,True,False,True,True
123,Tagrisso,osimertinib,DB09330,71496458,2016,Stage III EGFR+ NSCLC post-chemoradiation,MONDO:0005233,D002289,DOID:3908,"EMA, PMDA, MHRA/Orbis",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB09330|d|3908,True,False,True,False,True,True
124,Xalkori,crizotinib,DB08865,11626560,2012,ALK+ or ROS1+ NSCLC (pediatric/new formulation),MONDO:0005233,D002289,DOID:3908,"EMA, PMDA",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB08865|d|3908,True,False,True,False,True,True
125,Lynparza,olaparib,DB09074,23725625,2014,BRCA-mutated mCRPC (+abiraterone),MONDO:0008315,D011471,DOID:10283,EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB09074|d|10283,True,False,True,False,True,True
126,Kisqali,ribociclib,DB11730,44631912,2017,HR+/HER2- early breast cancer (adjuvant),MONDO:0007254,D000072656,DOID:1612,EMA,Oncology,Oncology,True,True,2024-2026,complete,2,True,True,True,DB11730|d|1612,False,False,True,True,True,True
127,Xtandi,enzalutamide,DB08899,15951529,2013,Metastatic hormone-sensitive prostate cancer,MONDO:0004956,D011471,DOID:10283,EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB08899|d|10283,True,False,True,False,True,True
128,Nubeqa,darolutamide,DB12941,67171867,2019,mHSPC + ADT,MONDO:0004956,D011471,DOID:10283,"EMA, MHRA/Orbis",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB12941|d|10283,False,False,True,True,True,True
129,Retsevmo,selpercatinib,DB15685,134436906,2021,RET-fusion NSCLC (expanded),MONDO:0005233,D002289,DOID:3908,EMA,Oncology,Oncology,True,True,2024-2026,complete,2,True,False,True,DB15685|d|3908,False,False,True,True,True,True
130,Rozlytrek,entrectinib,DB11986,25141092,2020,NTRK fusion solid tumors (pediatric),MONDO:0004198,D066066,DOID:7360,EMA,Oncology,Oncology,True,True,2024-2026,complete,2,True,True,True,DB11986|d|7360,True,False,True,False,True,True
131,Braftovi,encorafenib,DB11718,50922675,2018,BRAF+ thyroid cancer,MONDO:0002108,D000077273,DOID:1781,"EMA, PMDA",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB11718|d|1781,False,False,True,True,True,True
132,Mektovi,binimetinib,DB11967,10288191,2018,BRAF+ thyroid cancer,MONDO:0002108,D000077273,DOID:1781,"EMA, PMDA",Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB11967|d|1781,False,False,True,True,True,True
133,Onivyde,irinotecan (liposomal),DB00762,60838,2016,Pancreatic cancer (2L+),MONDO:0006478,D010190,DOID:4905,EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB00762|d|4905,True,False,True,False,True,True
134,Adcetris,brentuximab vedotin,DB08870,,2012,Stage III Hodgkin lymphoma,MONDO:0004952,D006689,DOID:8567,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB08870|d|8567,True,False,True,False,True,True
135,Bosulif,bosutinib,DB06616,5328940,2013,Pediatric Ph+ CML-CP,MONDO:0011996,D015464,DOID:0081088,EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB06616|d|81088,True,False,True,False,True,True
136,Sarclisa,isatuximab,DB14811,,2020,Newly diagnosed MM ineligible for ASCT,MONDO:0009693,D009101,DOID:9538,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB14811|d|9538,True,False,True,False,True,True
137,Imbruvica,ibrutinib,DB09053,24821094,2014,Chronic GVHD,MONDO:0020547,D006086,DOID:0081267,EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB09053|d|81267,True,False,True,False,True,True
138,Carvykti,ciltacabtagene autoleucel,,,2022,R/R MM (earlier line),MONDO:0009693,D009101,DOID:9538,EMA,Oncology,Oncology,True,True,2024-2026,missing_DrugBank|missing_PubChem,0,False,False,False,nan|d|9538,False,True,False,False,False,False
139,Cibinqo,abrocitinib,DB14973,78323835,2021,Atopic dermatitis (adolescents),MONDO:0011596,C565293,DOID:0110098,EMA,Oncology,Oncology,False,True,2024-2026,complete,0,False,True,False,DB14973|d|110098,False,False,True,False,False,True
140,Reblozyl,luspatercept,DB12281,,2020,First-line anemia in lower-risk MDS,MONDO:0018881,D009190,DOID:0050908,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB12281|d|50908,False,False,True,True,True,True
141,Blincyto,blinatumomab,DB09052,,2015,CD19+ B-precursor ALL consolidation,MONDO:0004967,D054198,DOID:9952,MHRA/Orbis,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09052|d|9952,True,False,True,False,True,True
142,Breyanzi,lisocabtagene maraleucel,,,2021,Follicular lymphoma 3L+,MONDO:0018906,D008224,DOID:0050873,EMA,Oncology,Oncology,True,True,2024-2026,missing_DrugBank|missing_PubChem,0,False,False,False,nan|d|50873,False,True,False,False,False,False
143,Gazyvaro,obinutuzumab,DB08935,,2014,Follicular lymphoma (+chemo),MONDO:0018906,D008224,DOID:0050873,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB08935|d|50873,True,False,True,False,True,True
144,Scemblix,asciminib,DB12597,72165228,2021,Ph+ CML-CP after 2+ TKIs,MONDO:0011996,D015464,DOID:0081088,EMA,Oncology,Oncology,True,True,2024-2026,complete,1,False,True,False,DB12597|d|81088,False,False,True,True,True,True
145,Rinvoq,upadacitinib,DB15091,58557659,2019,Giant cell arteritis,MONDO:0008538,D013700,DOID:13375,"FDA, EMA",Immunology,Immunology,True,True,2024-2026,complete,3,True,True,True,DB15091|d|13375,False,False,True,True,True,True
146,Tremfya,guselkumab,DB11834,,2017,Crohn's disease,MONDO:0005011,D003424,DOID:8778,"FDA, EMA, PMDA",Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB11834|d|8778,False,False,True,True,True,True
147,Tremfya,guselkumab,DB11834,,2017,Ulcerative colitis,MONDO:0005101,D003093,DOID:8577,"FDA, EMA, PMDA",Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB11834|d|8577,False,False,True,True,True,True
148,Skyrizi,risankizumab,DB14762,,2019,Ulcerative colitis,MONDO:0005101,D003093,DOID:8577,"EMA, PMDA",Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB14762|d|8577,False,False,True,True,True,True
149,Uplizna,inebilizumab,DB12530,,2020,IgG4-related disease,MONDO:0017287,,DOID:0080356,"FDA, EMA",Immunology,Immunology,True,True,2024-2026,missing_PubChem|missing_MeSH,1,True,True,True,DB12530|d|80356,False,False,True,True,True,True
150,Uplizna,inebilizumab,DB12530,,2020,Generalized myasthenia gravis,MONDO:0009688,D009157,DOID:437,FDA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB12530|d|437,False,False,True,True,True,True
151,Xolair,omalizumab,DB00043,,2003,IgE-mediated food allergy,MONDO:0700226,D005512,DOID:3044,FDA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,2,True,True,True,DB00043|d|3044,False,False,True,True,True,True
152,Benlysta,belimumab,DB08879,,2011,Pediatric SLE,MONDO:0007915,D008180,DOID:9074,"FDA, EMA",Immunology,Immunology,False,True,2024-2026,missing_PubChem,3,True,True,True,DB08879|d|9074,True,False,True,False,True,True
153,Gamifant,emapalumab,DB14724,,2018,HLH/MAS in Still's disease,MONDO:0011336,C537252,DOID:0110924,FDA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,2,True,True,True,DB14724|d|110924,True,False,True,False,True,True
154,Dupixent,dupilumab,DB12159,,2017,COPD,MONDO:0005002,D029424,DOID:3083,EMA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB12159|d|3083,False,False,True,True,True,True
155,Dupixent,dupilumab,DB12159,,2017,COPD (EMA 2025),MONDO:0005002,D029424,DOID:3083,EMA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB12159|d|3083,False,False,True,True,True,True
156,Fasenra,benralizumab,DB12023,,2017,EGPA (expanded),MONDO:0015943,D015267,DOID:3049,EMA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB12023|d|3049,False,False,True,True,True,True
157,Nucala,mepolizumab,DB06612,,2015,"EGPA (expanded, PMDA)",MONDO:0015943,D015267,DOID:3049,"EMA, PMDA",Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB06612|d|3049,True,False,True,False,True,True
158,Omalizumab,omalizumab,DB00043,,2009,EGPA,MONDO:0015943,D015267,DOID:3049,PMDA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB00043|d|3049,False,False,True,True,True,True
159,Canakinumab,canakinumab,DB06168,,2009,TRAPS,MONDO:0007727,C536657,DOID:0090018,PMDA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB06168|d|90018,True,False,True,False,True,True
160,Vyvgart,efgartigimod,DB15270,,2021,Generalized myasthenia gravis (expanded),MONDO:0018324,D009157,DOID:437,EMA,Immunology,Immunology,True,True,2024-2026,missing_PubChem,0,False,False,False,DB15270|d|437,False,False,True,False,False,False
161,Otezla,apremilast,DB05676,11561674,2014,Plaque psoriasis,MONDO:0005083,D011565,DOID:8893,"FDA, EMA, PMDA",Immunology,Immunology,False,True,2024-2026,complete,3,True,True,True,DB05676|d|8893,True,False,True,False,True,True
162,Jakavi,ruxolitinib,DB08877,25126798,2012,GVHD + pediatric,MONDO:0013730,D006086,DOID:0081267,PMDA,Immunology,Immunology,True,True,2024-2026,complete,3,True,True,True,DB08877|d|81267,False,False,True,True,True,True
163,Upadacitinib,upadacitinib,DB15091,58557659,2019,Pediatric atopic dermatitis,MONDO:0011596,C565293,DOID:0110098,PMDA,Immunology,Immunology,False,True,2024-2026,complete,2,True,True,True,DB15091|d|110098,False,False,True,True,True,True
164,Wegovy,semaglutide,DB13928,56843331,2021,Reduce MACE in CVD + obesity/overweight,MONDO:0004995,D002318,DOID:1287,FDA,Cardiovascular,Cardiovascular,True,True,2024-2026,complete,3,True,True,True,DB13928|d|1287,False,False,True,True,True,True
165,Amvuttra,vutrisiran,DB16699,,2022,ATTR cardiomyopathy,MONDO:0007100,C567782,DOID:0050638,"FDA, EMA",Cardiovascular,Cardiovascular,True,True,2024-2026,missing_PubChem,0,False,False,False,DB16699|d|50638,False,False,True,False,False,False
166,Kerendia,finerenone,DB16165,60150535,2021,HFpEF,MONDO:0006727,D054144,DOID:9775,FDA,Cardiovascular,Cardiovascular,True,True,2024-2026,complete,0,False,False,False,DB16165|d|9775,False,False,True,False,False,False
167,TNKase,tenecteplase,DB00031,,2001,Acute ischemic stroke,MONDO:1060198,D000083242,DOID:0051062,FDA,Cardiovascular,Cardiovascular,True,True,2024-2026,missing_PubChem,0,True,True,True,DB00031|d|51062,False,False,True,False,False,True
168,Edoxaban,edoxaban tosilate,DB09075,44610678,2014,Chronic thromboembolic pulmonary hypertension,MONDO:0013024,D065627,DOID:6432,PMDA,Cardiovascular,Cardiovascular,True,True,2024-2026,complete,3,True,True,True,DB09075|d|6432,False,False,True,True,True,True
169,Treprostinil,treprostinil,DB00374,6918140,2002,ILD-associated pulmonary hypertension,MONDO:0005149,D006976,DOID:6432,PMDA,Cardiovascular,Cardiovascular,True,True,2024-2026,complete,3,True,True,True,DB00374|d|6432,False,False,True,True,True,True
170,Eliquis,apixaban,DB06605,10182969,2011,Pediatric VTE prevention/treatment,MONDO:0005399,D054556,DOID:3574,EMA,Cardiovascular,Cardiovascular,False,True,2024-2026,complete,3,True,True,True,DB06605|d|3574,True,False,True,False,True,True
171,Wegovy,semaglutide,DB13928,56843331,2021,MASH with fibrosis,MONDO:0007027,,DOID:0080547,FDA,Metabolic,Metabolic,True,True,2024-2026,missing_MeSH,1,True,True,True,DB13928|d|80547,False,False,True,True,True,True
172,Ozempic,semaglutide,DB13928,56843331,2017,CKD in T2D,MONDO:0005300,D007676,DOID:784,FDA,Metabolic,Metabolic,True,True,2024-2026,complete,3,True,True,True,DB13928|d|784,False,False,True,True,True,True
173,Ctexli,chenodiol,DB06777,10133,1983,Cerebrotendinous xanthomatosis,MONDO:0008948,D019294,DOID:4810,FDA,Metabolic,Metabolic,True,True,2024-2026,complete,3,True,True,True,DB06777|d|4810,True,False,True,False,True,True
174,Nityr/Harliku,nitisinone,DB00348,115355,2002,Alkaptonuria,MONDO:0008753,D000474,DOID:9270,FDA,Metabolic,Metabolic,True,True,2024-2026,complete,3,True,True,True,DB00348|d|9270,True,False,True,False,True,True
175,Empaveli,pegcetacoplan,DB16694,,2021,C3G/IC-MPGN,MONDO:0018013,D005921,,FDA,Nephrology,Nephrology,True,True,2024-2026,missing_PubChem|missing_DOID,0,False,False,False,DB16694|d|None,False,False,True,False,False,False
176,Rituxan,rituximab,DB00073,,2001,Nephrotic syndrome,MONDO:0005377,D009404,DOID:1184,PMDA,Nephrology,Nephrology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB00073|d|1184,False,False,True,True,True,True
177,Yeztugo,lenacapavir,DB15673,133082658,2022,HIV PrEP,MONDO:0004951,D015658,DOID:526,FDA,Infectious,Infectious,True,True,2024-2026,complete,0,False,False,False,DB15673|d|526,False,False,True,False,False,False
178,Mavyret,glecaprevir/pibrentasvir,"DB13879,DB13878","66828839,58031952",2017,Acute HCV pediatric,MONDO:0007256,D006528,DOID:684,FDA,Infectious,Infectious,False,True,2024-2026,complete,0,False,False,False,"DB13879,DB13878|d|684",False,False,True,False,False,False
179,Prevymis,letermovir,DB12070,45138674,2018,CMV prophylaxis in organ transplant,MONDO:0005132,D003586,DOID:0080827,PMDA,Infectious,Infectious,True,True,2024-2026,complete,3,True,True,True,DB12070|d|80827,True,False,True,False,True,True
180,Veklury,remdesivir,DB14761,121304016,2020,COVID-19 (expanded population),MONDO:0100320,D000086382,DOID:0080599,EMA,Infectious,Infectious,True,True,2024-2026,complete,1,True,False,True,DB14761|d|80599,False,False,True,True,True,True
181,Ofev,nintedanib,DB09079,135423438,2014,Progressive fibrosing ILDs in children/adolescents,MONDO:0800504,D054990,DOID:0050156,EMA,Respiratory,Respiratory,True,True,2024-2026,complete,2,True,True,True,DB09079|d|50156,True,False,True,False,True,True
182,Kaftrio+Kalydeco,ivacaftor/tezacaftor/elexacaftor+ivacaftor,"DB08820,DB11712,DB15444,DB08820","16220172,46199646,134587348,16220172",2020,Additional CF mutations (non-class I),MONDO:0009061,D003550,DOID:1485,EMA,Respiratory,Respiratory,False,True,2024-2026,complete,0,False,False,False,"DB08820,DB11712,DB15444,DB08820|d|1485",False,False,True,False,False,False
183,Aqvesme,mitapivat,DB16236,59634741,2022,Thalassemia anemia,MONDO:0000984,D013789,DOID:10241,FDA,Hematology,Hematology,True,True,2024-2026,complete,0,False,False,False,DB16236|d|10241,False,False,True,False,False,False
184,Pegasys,peginterferon alfa-2a,DB00008,,2002,Polycythaemia vera and essential thrombocytopenia,MONDO:0009891,D011087,DOID:8997,EMA,Hematology,Hematology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB00008|d|8997,False,False,True,True,True,True
185,Xromi,hydroxycarbamide,DB01005,3657,1998,Vaso-occlusive complications of sickle-cell disease in children,MONDO:0011382,D000755,DOID:0081445,EMA,Hematology,Hematology,True,True,2024-2026,complete,3,True,True,True,DB01005|d|81445,True,False,True,False,True,True
186,Pyrukynd,mitapivat,DB16236,59634741,2022,Thalassemia anemia (EU),MONDO:0000984,D013789,DOID:10241,EMA,Hematology,Hematology,True,True,2024-2026,complete,0,False,False,False,DB16236|d|10241,False,False,True,False,False,False
187,Susvimo,ranibizumab,DB01270,,2018,DME/diabetic retinopathy,MONDO:0004728,D003930,DOID:9191,FDA,Ophthalmology,Ophthalmology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB01270|d|9191,True,False,True,False,True,True
188,Vabysmo,faricimab,DB15303,,2022,Retinal vein occlusion,MONDO:0006951,D012170,DOID:1727,EMA,Ophthalmology,Ophthalmology,True,True,2024-2026,missing_PubChem,1,True,False,False,DB15303|d|1727,False,False,True,True,True,True
189,Livmarli,maralixibat,DB16226,9831643,2021,PFIC/Alagille syndrome cholestatic pruritus,MONDO:0015762,D002780,DOID:0070221,"FDA, EMA",GI/Metabolic,,True,True,2024-2026,complete,0,False,False,False,DB16226|d|70221,False,False,True,False,False,False
190,Spravato,esketamine,DB11823,182137,2019,TRD monotherapy,MONDO:0002009,D003865,DOID:1470,FDA,CNS,CNS,True,True,2024-2026,complete,2,True,True,True,DB11823|d|1470,False,False,True,True,True,True
191,Dupixent,dupilumab,DB12159,,2017,Allergic fungal rhinosinusitis (AFRS) ≥6yr,MONDO:0005873,D020953,DOID:13565,FDA,Immunology/Respiratory,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB12159|d|13565,False,False,True,True,True,True
192,Keytruda,pembrolizumab,DB09037,,2014,Platinum-resistant ovarian carcinoma (PD-L1+ CPS≥1),MONDO:0005140,D010051,DOID:4001,FDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09037|d|4001,False,False,True,True,True,True
193,Wellcovorin,leucovorin calcium,DB00149,135403647,1983,Cerebral folate transport deficiency,MONDO:0100034,,DOID:0050719,FDA,CNS/Metabolic,CNS,True,True,2024-2026,missing_MeSH,1,True,True,True,DB00149|d|50719,False,False,True,True,True,True
194,Opdivo,nivolumab,DB09035,,2014,Previously untreated Stage III/IV cHL +AVD,MONDO:0004604,D006689,DOID:8543,FDA+EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09035|d|8543,True,False,True,False,True,True
195,Imcivree,setmelanotide,DB11700,11993702,2020,Acquired hypothalamic obesity,MONDO:0017408,D009765,DOID:6676,FDA+EMA,Metabolic,Metabolic,True,True,2024-2026,complete,2,True,True,False,DB11700|d|6676,False,False,True,True,True,True
196,Auvelity,dextromethorphan+bupropion,"DB00514,DB01156","5360696,444",2022,Agitation associated with Alzheimer's dementia,MONDO:0004975,D000544,DOID:10652,FDA,CNS,CNS,True,True,2024-2026,complete,0,False,False,False,"DB00514,DB01156|d|10652",False,False,True,False,False,False
197,Enhertu,trastuzumab deruxtecan,DB14962,,2019,HER2+ early-stage BC (neoadjuvant + adjuvant),MONDO:0007254,D000072656,DOID:1612,FDA+EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,2,True,True,True,DB14962|d|1612,False,False,True,True,True,True
198,Tecentriq,atezolizumab,DB11595,,2016,Adjuvant MIBC with ctDNA MRD post-cystectomy,MONDO:0004986,D001749,DOID:4007,FDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB11595|d|4007,True,False,True,False,True,True
199,Calquence,acalabrutinib,DB11703,71226662,2017,CLL/SLL 1L +venetoclax (fixed-duration),MONDO:0004948,D015451,DOID:1040,FDA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB11703|d|1040,True,False,True,False,True,True
200,Tecvayli,teclistamab-cqyv,DB16655,,2022,R/R MM +daratumumab hyaluronidase (≥1 prior line),MONDO:0009693,D009101,DOID:9538,FDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,0,False,False,False,DB16655|d|9538,False,False,True,False,False,False
201,Breztri,budesonide/glycopyrrolate/formoterol,"DB01222,DB00986,DB00983","5281004,11693,3410",2020,Asthma (was COPD only),MONDO:0004979,D001249,DOID:2841,FDA,Respiratory,Respiratory,True,True,2024-2026,complete,0,False,False,False,"DB01222,DB00986,DB00983|d|2841",False,False,True,False,False,False
202,Wakix,pitolisant,DB11642,9948102,2019,Narcolepsy (expanded),MONDO:0021107,D009290,DOID:8986,FDA,CNS/Sleep,CNS,True,True,2024-2026,complete,3,True,True,True,DB11642|d|8986,True,False,True,False,True,True
203,Caldolor,ibuprofen (IV),DB01050,3672,2009,Fever and pain in infants,MONDO:0001195,D005334,DOID:11104,FDA,Pain/Anesthesia,Other,True,True,2024-2026,complete,3,True,True,True,DB01050|d|11104,True,False,True,False,True,True
204,Ocrevus,ocrelizumab,DB11988,,2017,Pediatric relapsing-remitting MS ≥10yr,MONDO:0005301,D009103,DOID:2377,FDA,Immunology/Neurology,Immunology,False,True,2024-2026,missing_PubChem,3,True,True,True,DB11988|d|2377,True,False,True,False,True,True
205,Vyvgart,efgartigimod alfa-fcab,DB15270,,2021,All adult gMG (expanded from AChR+ only),MONDO:0018324,D009157,DOID:437,FDA,Immunology/Neurology,Immunology,False,True,2024-2026,missing_PubChem,0,False,False,False,DB15270|d|437,False,False,True,False,False,False
206,Tzield,teplizumab-mzwv,DB06606,,2022,Delay T1D onset in children ≥1yr,MONDO:0005147,D003922,DOID:9744,FDA,Metabolic/Immunology,Metabolic,False,True,2024-2026,missing_PubChem,3,True,True,True,DB06606|d|9744,False,False,True,True,True,True
207,Asceniv,immune globulin IV (human-slra),DB00028,,2019,Primary humoral immunodeficiency pediatric 2-11yr,MONDO:0012559,C563663,DOID:0111941,FDA,Immunology,Immunology,False,True,2024-2026,missing_PubChem,3,True,True,True,DB00028|d|111941,False,False,True,True,True,True
208,Stelara,ustekinumab,DB05679,,2009,Population expansion (FDA+EMA),,,,FDA+EMA,Immunology,Immunology,False,True,2024-2026,missing_PubChem|missing_MONDO|missing_MeSH|missing_DOID|unresolvable_indication,0,True,True,True,DB05679|d|None,False,True,False,False,False,True
209,Cablivi,caplacizumab-yhdp,DB06081,,2019,Acquired TTP pediatric ≥12yr,MONDO:0018896,D011697,DOID:10772,FDA,Hematology,Hematology,False,True,2024-2026,missing_PubChem,3,True,True,True,DB06081|d|10772,True,False,True,False,True,True
210,Sotyktu,deucravacitinib,DB16650,134821691,2022,Psoriatic arthritis,MONDO:0011849,D015535,DOID:9008,FDA+EMA+PMDA,Immunology,Immunology,True,True,2024-2026,complete,0,False,False,False,DB16650|d|9008,False,False,True,False,False,False
211,Palynziq,pegvaliase-pqpz,DB12839,86278362,2018,PKU expanded to ≥12yr,MONDO:0009861,D010661,DOID:9281,FDA+EMA,Metabolic (rare),Metabolic,False,True,2024-2026,complete,3,True,True,True,DB12839|d|9281,False,False,True,True,True,True
212,Juxtapid,lomitapide,DB08827,9853053,2012,HoFH pediatric ≥2yr,MONDO:0018328,D000090542,DOID:0090105,FDA+EMA,Metabolic (rare),Metabolic,False,True,2024-2026,complete,1,True,True,True,DB08827|d|90105,True,False,True,False,True,True
213,Wegovy,semaglutide,DB13928,56843331,2021,Oral tablet formulation for weight management,MONDO:0017408,D009765,DOID:9970,FDA+EMA,Metabolic,Metabolic,False,True,2024-2026,complete,3,True,True,True,DB13928|d|9970,False,False,True,True,True,True
214,Braftovi,encorafenib,DB11718,50922675,2018,"mCRC BRAF V600E (traditional approval, was accelerated)",MONDO:0024331,D015179,DOID:0080199,FDA+EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB11718|d|80199,False,False,True,True,True,True
215,Trodelvy,sacituzumab govitecan,DB12893,,2020,HR+/HER2- breast cancer,MONDO:0007254,D000072656,DOID:1612,EMA+PMDA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,2,True,True,True,DB12893|d|1612,False,False,True,True,True,True
