kg,model,strategy,rerun,rerun_seed,auroc,auprc,mrr,hits@10,hits@100,train_time_s
matrix,TransE,shared-target,1,1042,0.8446467715361629,0.43510070420130237,0.00021022361086635473,0.00023476015337663353,0.002034587995930824,2822.884599208832
matrix,RotatE,random,1,1042,0.9973062179201972,0.9900084602975504,0.0002899863932783946,0.00026084461486292613,0.0026084461486292616,4407.090121984482
matrix,RotatE,type-constrained,1,1042,0.9972890490687245,0.9902438441328912,0.00029002022772432246,0.00026084461486292613,0.0026084461486292616,4407.090121984482
matrix,RotatE,shared-target,1,1042,0.9046198308331943,0.644524234192174,0.000250731375531478,0.00023476015337663353,0.0023476015337663353,4407.090121984482
matrix,Gemma,random,1,1042,0.9427442140390497,0.8070363372325866,0.00027852230202561276,0.00026084461486292613,0.002582361687142969,0.0
matrix,Gemma,type-constrained,1,1042,0.9427248966232008,0.8053326415305625,0.00027767386986688787,0.00026084461486292613,0.0025301927641703838,0.0
matrix,Gemma,shared-target,1,1042,0.7794719031658897,0.4293383448494734,0.00022380953789507147,0.00020867569189034094,0.0021389258418759946,0.0
matrix,TransE,random,2,2042,0.9956472567158556,0.9781526367255619,0.00028790002285253134,0.00026084461486292613,0.002582361687142969,2818.1832678318024
matrix,TransE,type-constrained,2,2042,0.9955062938011662,0.9764829453817051,0.00028734691563819033,0.00026084461486292613,0.002582361687142969,2818.1832678318024
matrix,TransE,shared-target,2,2042,0.8497029663501757,0.44235786583631226,0.00018388285684041675,0.00023476015337663353,0.002008503534444531,2818.1832678318024
matrix,RotatE,random,2,2042,0.9973288336388737,0.9902524684069751,0.0002899314766357111,0.00026084461486292613,0.0026084461486292616,4407.896820306778
matrix,RotatE,type-constrained,2,2042,0.9973199678340767,0.9904412627889138,0.0002900478263686009,0.00026084461486292613,0.0026084461486292616,4407.896820306778
matrix,RotatE,shared-target,2,2042,0.9048447747322277,0.6439505241619435,0.0002478445958632493,0.00023476015337663353,0.002425854918225213,4407.896820306778
matrix,Gemma,random,2,2042,0.9421108010947313,0.8046644111163217,0.00027837808791934723,0.00026084461486292613,0.0025562772256566765,0.0
matrix,Gemma,type-constrained,2,2042,0.9419944438620568,0.8021998974034648,0.0002751831627958068,0.00023476015337663353,0.002504108302684091,0.0
matrix,Gemma,shared-target,2,2042,0.7789267210469276,0.432035320955111,0.00022696040132797927,0.00026084461486292613,0.002165010303362287,0.0
